Country,Year,Emissions
Norway,1993,36041.52996491942
Poland,1993,443017.43056976906
Portugal,1993,54052.76737880272
Romania,1993,152519.76294178006
Russian Federation,1993,2286900.943635006
Slovakia,1993,44650.87183862622
Slovenia,1993,12804.008083120356
Spain,1993,259342.47839068118
Sweden,1993,30379.989453035054
Switzerland,1993,49705.15697073265
Türkiye,1993,174168.63459352838
Ukraine,1993,678270.1457717473
United Kingdom of Great Britain and Northern Ireland,1993,785148.4714632112
United States of America,1993,5776447.19786331
Australia,1994,520808.21696486336
Austria,1994,67054.99114682538
Belarus,1994,66183.73762806428
Belgium,1994,149390.2749295544
Bulgaria,1994,54189.30120173137
Canada,1994,564964.2351446594
Croatia,1994,13997.310940203848
Cyprus,1994,6874.016348578074
Czechia,1994,150027.70587036427
Denmark,1994,87979.87653128452
Estonia,1994,19092.65313587458
European Union (Convention),1994,4211668.022557665
Finland,1994,49335.89843386675
France,1994,511213.090249308
Germany,1994,1098476.8216767297
Greece,1994,104671.31419220255
Hungary,1994,72338.32487037304
Iceland,1994,13022.388923007764
Ireland,1994,64332.373000505766
Italy,1994,492228.33829910087
Japan,1994,1273580.4224715822
Kazakhstan,1994,277759.57959058334
Latvia,1994,-2017.5144276383367
Liechtenstein,1994,249.29289518278836
Lithuania,1994,17642.67072921066
Luxembourg,1994,12004.19593024139
Malta,1994,2889.6091632809976
Monaco,1994,108.68531650755055
Netherlands,1994,237521.3560576312
New Zealand,1994,44948.776896556454
Norway,1994,40018.71761176207
Poland,1994,437353.13498515106
Portugal,1994,55826.38049798883
Romania,1994,150375.31674357344
Russian Federation,1994,1940655.8658415421
Slovakia,1994,42652.70169535883
Slovenia,1994,13032.087386300913
Spain,1994,276732.5356613922
Sweden,1994,31342.629829135047
Switzerland,1994,49942.98600895395
Türkiye,1994,166374.2021356787
Ukraine,1994,567927.5127873555
United Kingdom of Great Britain and Northern Ireland,1994,772526.1251286402
United States of America,1994,5871586.581285575
Australia,1995,504056.91663630796
Austria,1995,60182.371018373706
Belarus,1995,58018.69438770332
Belgium,1995,151295.95416351085
Bulgaria,1995,55640.26246440397
Canada,1995,596703.3437150365
Croatia,1995,14181.729567729044
Cyprus,1995,6792.14868626981
Czechia,1995,148694.70667743913
Denmark,1995,85210.53062533164
Estonia,1995,16718.719878665594
European Union (Convention),1995,4238250.475988286
Finland,1995,46913.53137958354
France,1995,514204.21446998714
Germany,1995,1097542.31283485
Greece,1995,106540.2424791264
Hungary,1995,71287.13120273376
Iceland,1995,13141.852130181387
Ireland,1995,66782.8314035802
Italy,1995,511734.17746681947
Japan,1995,1295257.769149685
Kazakhstan,1995,278393.84642014204
Latvia,1995,-2248.4297482432303
Liechtenstein,1995,239.7095483445252
Lithuania,1995,17884.82035418063
Luxembourg,1995,9555.88411388545
Malta,1995,2687.057177209674
Monaco,1995,105.31932548488288
Netherlands,1995,237390.52739084707
New Zealand,1995,46565.65190750258
Norway,1995,36104.416802508225
Poland,1995,429014.94341868174
Portugal,1995,59114.93155722676
Romania,1995,157619.66307261185
Russian Federation,1995,1811559.5199297834
Slovakia,1995,43693.02534674102
Slovenia,1995,13727.256870411302
Spain,1995,290576.25137156516
Sweden,1995,30685.78630575296
Switzerland,1995,50023.17260765138
Türkiye,1995,180483.14773789546
Ukraine,1995,529982.3355079911
United Kingdom of Great Britain and Northern Ireland,1995,766462.6313039309
United States of America,1995,5973118.277787973
Australia,1996,510448.3918808055
Austria,1996,64257.0397870222
Belarus,1996,59374.033820555465
Belgium,1996,154747.81705889563
Bulgaria,1996,56673.12275644236
Canada,1996,612866.1018674005
Croatia,1996,15029.976653279746
Cyprus,1996,7159.670413957291
Czechia,1996,152296.51429637097
Denmark,1996,97733.59196304306
Estonia,1996,17302.050147959006
European Union (Convention),1996,4311144.779568293
Finland,1996,46536.56308244472
France,1996,525208.9782972038
Germany,1996,1121151.0825115046
Greece,1996,110191.29349228495
Hungary,1996,77117.56284265209
Iceland,1996,13199.98530005462
Ireland,1996,68600.94465495928
Italy,1996,504950.8684251681
Japan,1996,1304484.9836413122
Kazakhstan,1996,271328.7017223936
Latvia,1996,-2365.1863449516914
Liechtenstein,1996,233.78745610477552
Lithuania,1996,24403.351944024267
Luxembourg,1996,9583.101958813519
Malta,1996,2777.7718459076978
Monaco,1996,109.11480306059636
Netherlands,1996,247673.55986849562
New Zealand,1996,48991.24110525362
Norway,1996,39740.4664460548
Poland,1996,425255.70873402606
Portugal,1996,57954.767232294864
Romania,1996,161462.802120318
Russian Federation,1996,1693785.7316606166
Slovakia,1996,43596.78568965242
Slovenia,1996,13754.335789148396
Spain,1996,281301.91532162897
Sweden,1996,32025.637285577544
Switzerland,1996,49012.23999538433
Türkiye,1996,200453.45442426097
Ukraine,1996,487696.77333826997
United Kingdom of Great Britain and Northern Ireland,1996,786184.4883430046
United States of America,1996,6157175.359253399
Australia,1997,514810.42443745316
Austria,1997,60040.829926279825
Belarus,1997,60325.86000697505
Belgium,1997,146791.74683873457
Bulgaria,1997,53209.72852755817
Canada,1997,624806.1377326349
Croatia,1997,17001.305144552876
Cyprus,1997,7254.817321098701
Czechia,1997,148736.09466151363
Denmark,1997,88676.40480288354
Estonia,1997,16890.0780469254
European Union (Convention),1997,4247544.688056529
Finland,1997,49804.72263803249
France,1997,515961.286526288
Germany,1997,1086218.3971733395
Greece,1997,115306.46485222787
Hungary,1997,75158.0457659451
Iceland,1997,13356.682684602218
Ireland,1997,69505.54054100405
Italy,1997,521072.0547776635
Japan,1997,1295530.7507693633
Kazakhstan,1997,287263.4010991013
Latvia,1997,-1155.3143364898929
Liechtenstein,1997,257.63022202221276
Lithuania,1997,22736.12833840035
Luxembourg,1997,8850.396852759428
Malta,1997,2809.2272793495813
Monaco,1997,107.74106894277388
Netherlands,1997,239230.78198141555
New Zealand,1997,51073.05779136312
Norway,1997,40792.11195392134
Poland,1997,414994.2996361761
Portugal,1997,60102.800273174355
Romania,1997,154194.2619282725
Russian Federation,1997,1500686.2823586229
Slovakia,1997,43626.53280993922
Slovenia,1997,14083.104753921336
Spain,1997,295436.20455917943
Sweden,1997,26335.696690017747
Switzerland,1997,49492.476500805235
Türkiye,1997,208365.32557885407
Ukraine,1997,477165.14924627077
United Kingdom of Great Britain and Northern Ireland,1997,761472.9052685311
United States of America,1997,6229354.085303584
Australia,1998,513539.4227280981
Austria,1998,62758.76270955762
Belarus,1998,60517.71669203158
Belgium,1998,151427.78452519735
Bulgaria,1998,49385.46079307823
Canada,1998,624897.3835183403
Croatia,1998,17319.35943239037
Cyprus,1998,7564.40542015856
Czechia,1998,142879.2292243137
Denmark,1998,84609.2972220563
Estonia,1998,14656.001860884247
European Union (Convention),1998,4195150.0361667285
Finland,1998,48104.053813199964
France,1998,527811.8105797525
Germany,1998,1061504.0282412085
Greece,1998,120766.20821997545
Hungary,1998,73567.17715737973
Iceland,1998,13492.18656529131
Ireland,1998,71924.92983812735
Italy,1998,536008.6150727834
Japan,1998,1246554.4310750463
Kazakhstan,1998,295259.0602803441
Latvia,1998,-709.7455756594526
Liechtenstein,1998,260.91485666971505
Lithuania,1998,16038.359869606606
Luxembourg,1998,8052.449649388531
Malta,1998,2783.629620121528
Monaco,1998,106.83927863008216
Netherlands,1998,239448.18673040633
New Zealand,1998,48180.73927438497
Norway,1998,38359.54067259245
Poland,1998,378656.79036334425
Portugal,1998,65350.52575001136
Romania,1998,134874.0300522728
Russian Federation,1998,1459645.7693453098
Slovakia,1998,41855.2158960643
Slovenia,1998,13536.549851788137
Spain,1998,304316.69661900494
Sweden,1998,26133.258031049605
Switzerland,1998,51971.239738894714
Türkiye,1998,209706.7625722781
Ukraine,1998,452814.7098918313
United Kingdom of Great Britain and Northern Ireland,1998,759255.3300847942
United States of America,1998,6274639.196892989
Australia,1999,530836.24882887
Austria,1999,59978.9692310052
Belarus,1999,50873.44247258285
Belgium,1999,145625.10494407587
Bulgaria,1999,42435.95101880739
Canada,1999,644872.5726365573
Croatia,1999,17812.13719275774
Cyprus,1999,7833.912663696795
Czechia,1999,132674.92281344612
Denmark,1999,82274.1789847507
Estonia,1999,13933.503823559755
European Union (Convention),1999,4105216.47773019
Finland,1999,47177.07509203963
France,1999,518216.7167097715
Germany,1999,1023116.4013146679
Greece,1999,120286.10702278935
Hungary,1999,76244.07854902129
Iceland,1999,13716.313969829982
Ireland,1999,73247.43534574908
Italy,1999,531850.9237539989
Japan,1999,1270684.853489423
Kazakhstan,1999,265270.66713247617
Latvia,1999,2181.5911810886932
Liechtenstein,1999,256.7308075078191
Lithuania,1999,13909.366200413095
Luxembourg,1999,8446.530620352518
Malta,1999,2840.25649056365
Monaco,1999,108.05069417281292
Netherlands,1999,226880.73805515197
New Zealand,1999,47148.67875342555
Norway,1999,37681.89076720733
Poland,1999,369592.3527725255
Portugal,1999,72965.48134085759
Romania,1999,117377.46855982675
Russian Federation,1999,1444050.2380306297
Slovakia,1999,41430.89139536174
Slovenia,1999,12884.623896113915
