epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,1820.69,1.22895,0.75254,1.17494,0.89989,0.80946,0.88051,0.5527,1.29936,0.76726,1.30102,8.84289e-05,8.84289e-05,8.84289e-05
179,1831.06,1.21924,0.76286,1.15879,0.8807,0.80199,0.87044,0.54265,1.32063,0.77699,1.31611,8.48946e-05,8.48946e-05,8.48946e-05
180,1841.59,1.22715,0.76768,1.15447,0.88863,0.78875,0.86465,0.53932,1.30919,0.77179,1.30914,8.13603e-05,8.13603e-05,8.13603e-05
181,1852.09,1.19852,0.73722,1.14515,0.87563,0.79433,0.86112,0.53978,1.30673,0.77252,1.30598,7.7826e-05,7.7826e-05,7.7826e-05
182,1862.21,1.2234,0.74705,1.14075,0.91027,0.77237,0.86734,0.54535,1.2996,0.75833,1.31072,7.42917e-05,7.42917e-05,7.42917e-05
183,1872.29,1.22761,0.74513,1.16131,0.93502,0.7699,0.87883,0.55138,1.29303,0.76354,1.30256,7.07574e-05,7.07574e-05,7.07574e-05
184,1882.75,1.21169,0.74885,1.16692,0.87928,0.80764,0.87781,0.5455,1.29619,0.76121,1.29641,6.72231e-05,6.72231e-05,6.72231e-05
185,1893.18,1.20709,0.73452,1.16589,0.90333,0.77954,0.86603,0.541,1.29741,0.7641,1.30038,6.36888e-05,6.36888e-05,6.36888e-05
186,1903.45,1.20185,0.7442,1.16829,0.89001,0.78549,0.85487,0.53716,1.31865,0.77088,1.3143,6.01545e-05,6.01545e-05,6.01545e-05
187,1913.4,1.20902,0.74391,1.14596,0.86699,0.82999,0.87203,0.54453,1.31043,0.76043,1.30394,5.66202e-05,5.66202e-05,5.66202e-05
188,1923.8,1.18644,0.73667,1.14457,0.89837,0.7992,0.87062,0.54448,1.30426,0.75864,1.30265,5.30859e-05,5.30859e-05,5.30859e-05
189,1934.15,1.19301,0.73831,1.15118,0.8724,0.80734,0.87386,0.54707,1.30179,0.75645,1.31144,4.95516e-05,4.95516e-05,4.95516e-05
190,1944.27,1.2098,0.73789,1.14745,0.8903,0.79624,0.87246,0.54895,1.30284,0.76484,1.30575,4.60173e-05,4.60173e-05,4.60173e-05
191,1980.21,1.15088,0.75181,1.17906,0.84773,0.78907,0.84499,0.52518,1.32909,0.8238,1.32901,4.2483e-05,4.2483e-05,4.2483e-05
192,1990.05,1.1516,0.72632,1.165,0.8763,0.78864,0.85626,0.52726,1.32265,0.80506,1.32754,3.89487e-05,3.89487e-05,3.89487e-05
193,2000.18,1.13304,0.7237,1.15949,0.86254,0.79674,0.85763,0.53067,1.3354,0.79978,1.33184,3.54144e-05,3.54144e-05,3.54144e-05
194,2010.29,1.14544,0.7305,1.16758,0.89094,0.78228,0.85925,0.53485,1.3435,0.7979,1.33801,3.18801e-05,3.18801e-05,3.18801e-05
195,2020.15,1.1308,0.72398,1.17096,0.90648,0.77675,0.8642,0.53617,1.33689,0.78769,1.33235,2.83458e-05,2.83458e-05,2.83458e-05
196,2030.27,1.13171,0.7146,1.15912,0.89808,0.76797,0.86251,0.53796,1.32251,0.79405,1.32414,2.48115e-05,2.48115e-05,2.48115e-05
197,2040.38,1.14194,0.70915,1.16426,0.89383,0.77892,0.86674,0.53988,1.31876,0.79237,1.32152,2.12772e-05,2.12772e-05,2.12772e-05
198,2050.55,1.14269,0.71402,1.16381,0.88285,0.78325,0.86331,0.5387,1.31792,0.78717,1.32229,1.77429e-05,1.77429e-05,1.77429e-05
199,2060.67,1.12155,0.72507,1.1669,0.8778,0.79625,0.8712,0.53987,1.31708,0.78045,1.31906,1.42086e-05,1.42086e-05,1.42086e-05
200,2070.69,1.09236,0.6876,1.16681,0.88173,0.78595,0.86912,0.53975,1.31626,0.7809,1.31993,1.06743e-05,1.06743e-05,1.06743e-05
